A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
84.0306997,66.34580537,94.37321585,71.64511863,80.08353185,34.72829945,16.32852294,11.66183715,22.26222771,16.90893007,19.37222109,25,22.15396894,1,1,0,0,1,1,1
82.28094991,65.862512,78.32508335,79.81643901,77.8392522,32.23090181,17.38751377,12.78192603,19.31812272,19.41466986,16.34550584,18.63075094,24.9037671,0,1,1,0,0,1,0
89.08643692,97.96069983,90.95805787,82.43524978,78.52983991,50,12.62095138,20.46177357,9.571960491,20.32330572,7.686821203,16.30865099,15.13640737,1,0,0,1,0,0,1
100,89.18021201,84.90891132,77.62923325,81.23054212,50,13.54546998,11.72355755,20.6764005,19.64022469,25,24.23469375,25,0,0,0,1,0,0,0
92.61485277,78.76759469,85.55543477,76.63395399,88.42702988,46.63765104,11.3993576,18.68323449,20.93414433,25,25,16.50024175,16.28180303,1,0,0,1,0,0,1
81.17070867,70.01720039,74.24441468,85.4261772,78.20427896,39.10695621,6.635018875,11.60791579,15.81627829,15.88373124,17.43774954,14.54049158,24.43847407,1,1,0,1,1,0,1
90.04635168,69.79419346,75.17297141,74.96296597,74.63928256,36.41943022,23.30715398,19.32773147,17.50132182,25,13.09899944,21.43675439,25,1,1,0,0,1,1,1
68.5124041,89.98547072,79.83679803,82.51004559,76.61186091,50,15.147715,21.66881373,14.9148848,23.15337058,23.56643463,20.7892556,14.03184912,0,0,0,1,1,0,0
93.68995305,50.32104174,79.40293751,77.98563837,70.61793507,16.8574535,4.382394996,9.075135094,16.79750492,0,25,13.84802272,19.41136264,1,0,0,0,1,1,0
93.08154188,83.61635191,100,86.6886237,80.21656824,18.59076469,22.63718869,15.365344,19.22965397,23.59070288,14.78430485,20.56797226,16.86166907,0,0,0,0,1,1,1
94.16263627,66.29548678,89.38449381,69.86637275,82.05007753,36.18084904,20.05038574,14.54675849,8.840632355,14.75558193,15.88261563,14.45682823,21.93048109,0,0,1,0,0,0,0
84.65833712,79.78572216,96.7219444,90.08182309,70.2341782,42.75772417,21.00320744,12.25647345,7.095848964,13.91345736,18.20722762,14.15444282,25,1,1,0,0,1,0,0
92.43313616,81.0443238,92.39930175,69.66705355,83.50042005,44.41871526,1.410597827,3.347397247,13.71621874,15.21782325,14.55176,14.11908074,21.35567966,0,1,1,1,0,0,1
77.15882852,84.9533409,90.29133371,77.54672457,73.75825868,26.7405721,11.75437358,11.28665671,14.74027196,20.76357471,12.15884932,12.72929437,14.91958188,1,1,0,0,0,1,0
86.82533066,81.69430816,93.8457402,67.54331303,80.69835967,26.53522379,15.68607773,16.48618257,10.71533442,8.23838788,6.741874711,17.94654358,12.3479118,1,0,0,1,0,1,0
94.49974034,100,88.28289755,83.07528275,78.75831955,42.07720357,13.84589765,14.62645437,23.76452463,16.99680388,24.86248248,22.19049594,15.39530462,0,0,0,0,1,1,1
85.36036153,88.84792067,83.57198285,86.16821649,77.20535615,39.76117441,16.96676835,6.358877645,12.56456948,9.472905849,13.35620499,18.53937002,20.11540871,1,1,0,1,0,0,1
77.17029764,96.7403748,82.17526235,84.37706539,85.62704367,50,21.24165353,20.87377164,10.76269869,25,22.66417053,25,19.89023876,0,0,1,1,1,0,0
99.82814687,83.58457921,83.37092071,87.40640017,73.8581241,44.73699969,22.66837237,12.65820437,25,20.40041338,21.8108663,18.64731184,7.080480823,1,0,0,1,1,0,1
93.6165432,86.18807889,93.11116985,79.33289581,84.22510377,30.22007453,12.16752745,25,12.96644055,13.82167135,25,14.0271226,12.75200362,0,1,0,0,0,0,0
79.02516577,82.22320642,76.75065355,78.18375299,86.37503416,38.10126863,9.615546262,20.06957068,13.98035887,18.5442445,6.086411504,11.31427314,17.09059998,1,0,1,0,0,1,1
64.86525365,63.86989391,93.02199781,68.36795779,75.47315174,41.75011099,21.33284421,6.636328332,14.39496224,18.50143262,18.71428355,13.58544483,15.80678267,1,1,1,0,1,0,0
86.87489692,70.00506085,86.31319996,80.19643611,81.31248132,40.36162077,14.85329579,17.29285087,9.535212475,24.96887813,23.63498896,15.41794363,19.17334524,0,0,1,0,0,1,0
74.54828858,73.42712694,79.64690904,86.22702565,79.04046116,26.1142839,13.13723394,16.36213585,16.99979415,25,11.44712176,20.01309856,23.22377208,0,0,1,0,0,0,0
79.79612072,70.25533017,88.08760008,86.09968689,76.64778759,16.22532276,24.06364609,8.771871419,15.8001985,25,25,17.49511263,22.29584142,0,1,1,1,0,0,1
95.05376026,78.54831277,83.71761246,69.99374444,74.17136273,50,30,17.88045501,16.00419669,21.22021487,25,25,16.64540895,0,0,0,0,0,0,0
86.23381727,84.49692079,68.68619465,83.40906723,76.67819419,24.28982569,18.65079164,17.73597843,14.65611335,25,25,18.55887342,13.1691674,1,1,1,0,1,0,1
72.32887234,64.80136732,81.75141872,69.17797109,78.92858679,13.14697338,15.22319544,12.65118193,20.55277656,25,24.50418846,17.51812662,21.42206826,0,0,1,0,1,0,0
81.16454573,50.83159277,80.57540745,70.09328957,69.74543928,42.07077179,14.06741161,15.47659072,15.21095945,9.811605012,23.57901045,19.37253879,12.46308074,0,0,0,1,0,0,0
83.47670095,69.14976214,96.69519358,76.36181711,70.30889018,2.916878357,24.86038703,15.60061396,13.22959352,20.59562698,11.63554158,16.95271658,14.77726823,0,0,1,0,0,0,0
63.94573237,79.3937315,88.46134827,84.35394463,72.12941173,33.39811363,29.82890606,15.65998142,12.05197298,5.275643841,10.26511369,13.15260569,22.58927936,0,0,0,0,0,0,0
89.57182222,88.96014852,89.59583714,82.58117374,82.22997255,45.56387577,18.77585714,20.99986129,6.404956624,16.64082552,16.23572795,17.12006053,19.31148124,0,1,0,1,1,0,1
85.59015044,88.16945792,84.97821543,81.47789124,81.53198736,33.63383415,10.85832971,16.90467039,9.226650119,11.32238662,22.10413221,22.03681212,18.81639267,0,1,1,1,1,1,1
83.76691721,89.07828655,89.09797702,72.12199878,83.6181382,49.29842133,16.10674295,21.95907165,18.51959829,14.74908468,11.4439216,20.88782674,25,0,1,1,1,1,1,1
71.49854413,77.49329854,84.843089,79.38397208,81.42995643,30.19342078,15.37127743,23.58548301,20.06465934,10.22269476,21.25376135,5.549640586,17.83485382,1,0,1,0,0,0,0
96.4258326,55.31495573,93.27873423,75.04263578,74.59678185,24.30799289,10.92401469,18.24149607,22.61221215,21.9374011,21.44995963,16.31411561,17.45469301,1,0,0,0,1,0,0
87.66122828,89.42543239,90.43677269,82.01646013,73.8771634,28.55073329,30,16.08323462,17.8163253,25,18.61724994,13.70066961,21.38125716,1,0,1,1,0,0,1
84.13168535,70.28090506,72.97718895,79.91339012,80.7426737,37.89784987,0.170620829,19.87433467,18.40462894,11.49654446,17.61282312,24.03270372,18.20746151,1,1,0,0,0,1,0
86.88550475,84.31561423,83.4028422,70.08177033,80.56835163,44.10690382,0.608274852,16.19567366,20.43126848,20.94805247,19.792267,20.82663456,22.65052773,0,1,0,1,1,1,1
83.19733535,87.37537207,83.29471246,77.78646317,69.92158809,31.57858542,16.2572745,18.06095619,16.68600334,12.37692409,19.61005172,10.60465409,13.46690865,1,0,1,0,0,1,0
73.90907958,83.12243367,80.70225143,78.83964778,70.4164006,21.77756187,14.1053071,16.30250187,13.59806325,25,25,12.24983377,19.64366693,1,0,1,0,0,0,0
80.81432642,89.3337711,87.21699861,84.55305756,78.23334617,37.14469766,30,14.32991027,24.93232778,20.0918223,14.02954832,24.06784887,18.70321922,0,0,1,1,0,1,0
73.99832844,88.57557644,83.73719288,76.10062912,87.40423737,37.55694762,5.523674915,11.61796574,10.44718892,15.68835099,25,15.63328845,23.92966653,1,1,0,1,1,1,1
87.57372657,83.08998103,92.56981283,85.77403504,70.29318191,39.5251246,7.014008725,22.61610912,17.18005547,10.53932451,19.80734032,23.55336511,19.22974933,1,1,1,1,1,0,1
76.42399878,80.97143528,79.46339908,71.4444486,79.2273039,42.32941821,22.04627293,20.64232598,16.50569151,15.26827625,23.84998029,14.96713841,11.51751477,1,0,0,0,1,0,0
85.5111805,62.03448727,93.15538727,77.34071547,80.76224557,26.43920586,25.77330411,14.69501983,16.23114444,20.14640516,6.579949996,23.38549467,16.91082951,0,0,1,0,0,1,0
84.2268097,69.52617139,84.68467778,75.61319402,80.64672454,50,13.33878912,14.28172706,4.340364246,24.55404342,18.39240821,21.04633175,11.54631405,0,0,0,0,1,0,0
84.01523214,66.74147066,89.61742481,78.86015113,75.4916165,40.17811194,18.12946367,14.31493969,20.45957884,21.26799209,13.03713206,20.96898314,14.95671666,0,1,1,0,1,1,1
84.74273835,83.58119729,79.22040839,77.28231807,79.42473677,39.31864258,20.81005708,2.666514953,20.10590388,13.37888558,25,15.75543682,10.06588733,1,0,0,0,1,1,1
81.80793977,83.69890173,83.86969174,73.27082866,80.57781242,21.95624112,5.356708545,20.40821239,12.0726499,22.15418555,16.61819774,20.94655946,23.10838191,0,1,1,0,0,1,0
91.77287651,89.44648691,84.26943917,76.91926278,72.41189739,47.04705601,4.619055429,8.469238645,17.46048598,17.52273401,25,18.5211374,21.7794683,0,1,0,0,1,1,1
81.6894318,79.8315064,81.67602441,68.30579824,85.00355398,50,20.87992708,18.7243539,16.24117487,17.11118484,20.82744796,25,12.8573136,1,1,1,0,1,0,1
89.79543225,60.71179459,91.36471332,71.52003356,81.76350283,32.40842227,15.72941445,9.705596022,17.23891395,25,25,16.71931455,20.06616356,1,0,0,0,0,1,0
85.74694147,53.97620542,76.39379485,76.43155435,84.72396505,23.37951743,29.09897525,16.08009764,14.32867937,17.22035373,13.7812437,18.66408316,19.72094369,1,1,1,1,0,1,1
72.74351521,94.57754459,83.22451687,77.54233887,82.71910242,37.58906838,28.11831698,17.25069951,23.31383761,25,25,15.73455425,20.51786123,0,1,0,1,0,0,1
89.7710334,57.432544,71.78589661,90.05496217,75.12068848,32.282873,19.67386088,13.77490175,15.54298674,9.850702512,14.39852491,18.93494352,18.18016065,1,0,0,1,1,0,1
85.89384363,76.27297713,89.32101724,83.29639258,79.01718341,33.20596559,13.47230889,14.26564872,9.703166457,25,18.2858334,19.24146952,19.97978644,0,0,0,0,0,1,0
84.82590346,70.57291827,89.20813042,80.7775621,82.2501898,42.45168329,6.193483839,25,8.779242564,18.13611411,24.32701892,14.45590929,20.68917062,1,1,1,0,0,0,1
76.50654241,79.88339938,78.51850295,69.73405465,80.74639681,27.33391053,12.90846191,20.92697472,9.383036077,12.93840666,18.01856984,19.9434816,14.98781703,0,1,1,1,1,1,0
72.74473805,72.5865123,88.43156208,75.68337108,88.45931778,42.7975551,12.7806813,19.50986175,15.93352563,20.54331328,2.296962627,12.75725035,13.61463338,1,1,1,1,1,0,1
77.87760544,76.27995868,85.16026858,71.40499927,81.46503406,10.64666428,25.08917005,15.01245408,8.899266122,25,0,19.60612716,22.40577357,1,1,0,0,0,1,0
74.99683238,68.82056921,90.80885834,82.16515398,78.26853129,29.64414666,21.33952069,15.34127363,15.74981858,10.74391822,25,21.3443148,15.2730629,1,0,1,0,0,1,1
86.27323637,80.758378,72.9509635,68.98238346,79.19248607,28.93287031,14.09610055,8.774349398,20.0617575,21.56324084,25,11.06237569,23.22512308,1,1,0,1,1,0,0
91.93974666,73.95606017,79.03878441,79.97493731,84.71383436,35.7096006,29.37326198,11.05550266,21.43977591,17.14397367,8.998107247,13.51395508,13.49401263,1,1,0,1,1,0,1
85.48408126,67.03333471,78.84284278,71.22068428,82.29504695,40.57809485,18.70546469,10.18132233,12.27497432,25,19.14022129,14.84340106,15.22035388,1,0,0,1,0,0,1
78.6926334,60.28627131,85.78088852,83.45778769,75.53826225,35.01966735,15.0407028,25,20.40612629,25,25,13.55286855,20.29991044,0,0,1,0,0,0,0
92.89473614,64.41980736,88.1385624,68.54235805,77.19381677,14.67857312,18.78150486,9.648466939,20.03638994,13.6752865,13.18755044,11.52149501,11.50465411,1,1,1,0,1,1,1
93.84072812,71.84429438,75.41785126,72.74503872,73.38999655,44.56847901,8.456481861,16.67636025,10.2434193,20.02245,24.07629665,13.19978984,19.33924669,0,1,1,1,1,0,1
86.23574365,84.74163943,96.38460106,82.38068698,90.06539018,50,17.43492991,18.72680054,16.59354809,23.73537322,20.43560405,24.25630241,17.77502136,1,1,1,0,1,0,1
81.68559246,77.10753622,79.4265646,80.83327474,84.48234932,21.2530718,27.52535643,11.66791026,25,24.78169368,4.424934493,20.32353953,20.3086829,0,1,0,1,0,0,1
68.00461301,64.61080263,81.82248038,92.05591162,84.30282054,37.10544141,10.88397436,20.36170521,16.18822572,12.53392557,19.76776543,22.00895777,14.90001603,0,1,1,1,0,1,0
74.20899325,59.21812845,67.87097497,78.27233896,75.23678128,25.56462147,18.28103219,2.276380833,12.54754179,22.83304938,25,14.92903904,18.66398027,0,0,1,1,0,0,0
64.84331653,98.11521385,81.17861767,78.43465688,81.46695745,31.42557676,19.91586221,12.50971479,9.455075414,22.04910518,10.91994441,11.79211449,18.46623219,0,0,0,0,0,0,0
94.79878577,71.59311985,83.72970996,83.42076304,80.53993174,34.17177757,7.393164153,20.392077,6.150823161,9.962551103,18.27118064,20.14354632,5.923126369,1,1,1,1,0,0,1
82.01265905,60.66878713,90.26392154,79.28050146,70.84192148,36.5900881,16.98011764,22.57297021,15.62234231,25,9.211270765,12.1832157,17.90533928,1,0,0,1,1,1,1
89.70360252,75.23446334,86.85612999,82.21754782,75.31642405,39.81759416,20.60484346,14.89913493,18.32976442,7.17183336,25,21.05623064,20.35788194,1,1,1,1,0,1,1
81.1699806,68.87917965,85.53702337,73.91147204,85.21233722,32.60807311,16.05006102,22.87911716,21.80434482,22.63248781,24.39021851,13.61092555,25,0,1,1,0,1,0,0
86.88837795,83.0036608,82.62261983,73.01552623,72.45156346,23.29895516,20.38062818,18.409193,16.2287314,19.5794365,14.4158725,17.14158862,23.93371944,1,0,0,1,1,1,1
68.4656511,61.51782129,84.64164692,79.5043772,73.27424907,50,26.19591545,11.35817369,19.44321937,15.55796781,25,13.70038708,21.09894858,0,1,1,1,0,1,0
84.77680419,74.22110144,83.12956208,77.90685121,72.6033445,37.41159999,18.12354562,13.63745025,11.41427444,11.03787998,25,13.31983566,13.86611367,1,0,1,0,0,1,1
72.61677811,73.37395096,84.1067575,72.99094577,72.37478606,7.118012383,18.42184423,21.48399071,18.31684322,20.13558697,20.6836993,21.47446048,18.69931471,0,1,0,1,0,1,1
88.78046685,65.67745098,88.27228412,77.29740051,86.026599,45.90123608,30,17.92126053,20.89462309,16.75560106,20.92047265,21.63825716,12.92959393,0,1,0,0,1,0,0
86.45865155,74.2269476,90.06625859,71.89148143,79.27879669,22.94949435,17.2695841,17.80937091,19.93800731,25,25,23.07037389,25,1,1,1,0,1,1,0
80.90608993,80.76963562,77.14833328,77.78671661,84.26461471,23.77221541,17.37932889,18.87577224,21.43385726,20.47046726,18.59807297,16.45699551,15.35602136,1,1,1,1,1,0,0
86.78134014,90.95764554,94.10148697,78.28882514,72.1392291,32.66454102,11.38023177,9.549687121,13.13877218,18.04899762,13.04218978,15.25819664,13.58942873,0,1,0,1,1,1,0
68.04655223,61.71023935,83.16047913,77.17081586,76.50397156,22.06578603,23.70276847,10.01377051,17.10776484,14.79547799,17.34917427,17.48322316,17.48478642,0,0,1,1,0,0,0
81.67924206,75.44629153,97.34305577,79.19719693,78.19658271,32.0520473,11.14770241,24.79590881,19.58746121,10.11067195,21.52602056,19.67202587,22.26648286,0,0,1,1,1,0,0
84.33163514,71.65762054,94.1630846,77.4968062,76.14998185,34.49414537,18.39984655,13.71934105,21.7385104,21.1305837,20.40194932,14.90841862,9.30518414,1,1,0,1,0,1,1
84.920464,76.45640428,99.56493067,64.56819796,77.161469,37.34770511,26.12552555,9.636500429,9.009870894,25,25,17.98183603,19.20760451,0,1,0,1,0,0,1
93.63670299,58.70487676,83.02138372,75.55990251,79.95968529,31.63368532,17.52041544,14.95549496,20.89939663,8.879231657,17.63126422,25,16.59660847,0,1,1,0,0,0,0
74.81775025,64.49061093,87.34153239,68.5418322,83.19635428,34.4388238,11.19553073,15.81508731,22.30417315,8.605437859,22.65393843,20.74843236,9.001322588,0,1,0,0,1,0,0
93.57345495,75.32986236,82.08410778,78.67775251,78.20612626,42.15439752,0,17.7719224,25,15.19716721,23.38214617,19.57512171,15.17581565,1,0,1,0,0,1,1
84.8939779,86.88838062,69.59564825,79.188791,85.39441443,32.24658505,24.04109285,17.52740852,16.69729589,22.37314557,25,21.91316439,23.47385086,1,1,0,1,1,1,1
80.88692812,78.0185709,89.41506778,80.3598021,79.33057458,33.86715395,14.93254036,17.91976598,15.56970878,9.265334801,23.94457521,24.72895508,12.3357296,1,0,1,0,1,1,1
79.48896328,83.3712973,70.80682606,74.32739191,84.07998228,31.56926577,7.926252134,17.71434716,9.266370939,14.37724956,21.55121856,13.6490789,21.90923547,1,0,1,1,0,0,0
68.95398438,77.86311902,78.82535654,84.40990646,88.40987788,45.33391546,1.918590155,23.11742802,10.5970334,25,0.8256605,18.62059699,21.0048896,0,0,1,1,0,1,0
82.15833682,56.73623539,90.38540217,81.95396868,82.2347664,27.21883476,16.0225165,11.97323158,17.50659443,12.33130235,25,23.60812867,16.53620243,1,1,0,1,0,1,0
93.85631932,71.32648328,80.07947225,82.9403766,76.69829651,50,14.89888234,18.12616567,14.38426363,22.97668187,9.549059308,15.98751228,20.77877405,1,0,1,1,1,1,1
77.60082224,79.82627722,77.70600779,87.9902652,77.38034663,26.85102181,21.17704,19.70898541,24.17632605,25,22.69886384,23.89240383,16.14740104,1,1,0,0,0,0,0
69.4187118,73.94118626,81.52681596,77.96535481,81.70046042,44.19361076,30,6.999669626,18.35346234,6.676000572,9.427950186,13.13927796,19.78019554,0,0,0,0,0,0,0
73.39173393,93.02841198,93.91152281,84.77699208,74.22555204,39.76610907,2.815319135,20.34197173,16.40909957,22.92678356,18.98029228,20.78014828,22.37946335,1,1,0,1,1,0,1
85.22350647,92.58069185,78.59075405,89.31839276,76.53180772,41.55587421,24.10805418,22.83771916,18.01457416,17.38587018,21.91757452,17.02918648,15.51364518,0,0,1,0,0,0,0
83.76799058,51.45683707,88.48338046,73.3027047,76.48296176,38.94989951,25.8917609,14.46905249,17.34317653,10.78577155,22.56603886,24.86590798,15.56799036,1,0,0,0,1,0,0
73.38377805,65.93253296,88.79855379,74.65898041,80.01903233,38.53433527,30,15.83797639,16.68107287,25,13.58093479,14.49050656,16.67052769,1,0,1,1,0,0,1
96.74763924,75.14709249,94.60281127,79.1691532,85.05660525,28.53569381,18.87677948,10.49835908,14.17684026,11.44706058,25,25,19.16333493,1,0,0,0,1,0,0
69.90186663,83.71407992,82.9235873,66.42835118,82.43393952,38.19706251,10.57692613,21.42872926,22.06017156,22.47186807,12.46441873,15.43981513,15.28235758,1,0,1,0,1,0,1
91.41654492,85.72544014,87.97425372,77.56103129,71.88787028,35.52969374,15.46549262,17.8930787,16.44060153,25,23.61146198,16.27035553,18.85921739,1,1,1,0,1,0,1
69.57434274,67.43491651,80.06519183,83.71260917,76.97442796,25.65882937,19.41342035,16.48288132,8.29931094,13.85826373,14.39370037,21.45551562,21.47053004,1,0,1,1,0,1,1
88.99120758,76.0040776,85.04360047,85.53053688,72.24203054,32.30192739,21.10788292,14.71440469,13.566343,22.0339146,22.72273245,21.42701989,15.33316077,0,1,1,1,0,1,1
75.85821847,73.73954421,86.36919188,77.99203476,80.69467662,19.70193185,12.81440263,18.87453149,21.20950761,25,13.29190775,17.19129255,12.89274268,1,1,0,1,0,1,0
75.99049473,84.97263789,89.74574935,81.3333101,68.31737335,40.31334736,22.25795009,10.77030369,19.79635244,20.29500815,8.13118798,19.55254665,14.15296457,1,0,1,1,0,0,1
83.85515033,81.96857156,79.32951819,79.43979293,83.67040548,16.57623745,17.82188431,16.35174207,21.06558077,19.11674484,11.86849343,25,8.186038794,0,0,0,0,0,1,0
100,55.32499342,82.77909467,80.37079584,74.10604787,30.32908426,11.81554734,16.90798634,17.90836341,18.37776467,9.917321008,17.41186413,17.19198665,0,0,1,1,0,1,0
90.64625171,83.04178857,77.87130098,74.62894115,81.63081203,26.01790313,13.09331443,24.89437056,10.61205732,14.87721568,25,14.48462832,14.60962714,0,1,0,1,0,0,0
79.98652099,77.5387323,82.29743212,83.68385366,75.5953097,23.2784146,13.00842456,19.03470455,9.547020304,19.23559059,25,17.60393908,25,1,1,0,0,0,0,0
72.05174979,85.55259504,88.84650793,64.6376701,79.31595561,35.79907424,29.19428524,17.55782074,12.2026458,18.3281027,24.03457776,15.17142077,15.03833135,0,1,0,0,1,0,0
86.65082213,79.31759892,72.94470325,82.56976215,76.96366233,35.52443973,12.29873049,6.956818788,9.37872132,25,19.59594992,12.63110628,15.6608873,1,1,1,1,1,1,1
79.42512887,79.21783856,98.56943835,88.4545934,85.26210019,35.95252217,25.30970471,16.66339971,13.20988245,23.6733663,21.90532445,25,17.54737904,1,1,0,1,0,1,1
71.16452841,42.78871078,85.45414753,68.82200653,75.018648,33.35440686,18.55005436,17.67766261,16.52888789,25,7.972652386,22.62542245,22.49789988,1,1,0,0,1,1,0
65.98261757,93.36292043,87.75166715,87.86281003,84.50365411,44.55175846,20.69316746,9.466808894,13.17920107,24.2433591,23.70392841,24.35039989,24.80736263,0,0,1,0,0,1,0
91.70158276,57.32430606,81.64453404,85.66059198,84.44964468,47.85908956,5.463468828,10.87491559,13.49487493,19.48785303,15.87366088,14.65253375,20.40799416,1,0,1,1,0,1,1
85.72905136,69.78959151,79.83642362,84.02999768,88.35239604,27.40251639,12.70620998,20.3701188,12.31925039,21.25326823,15.36014142,13.27280611,18.83454415,0,1,1,0,0,0,0
82.8560468,72.07879862,82.70743963,82.05440987,79.44132021,40.26160015,18.19023228,16.04998744,8.411891463,22.145467,24.15313187,24.9137269,13.9729135,1,0,1,0,0,0,1
85.41463938,92.14393971,83.24225289,65.43605055,77.13047505,45.59652596,10.03101253,14.0724303,10.52297818,21.33513263,12.62732107,11.47424041,9.316635561,1,1,0,1,1,1,1
76.93158863,75.96161463,100,76.8724544,81.69642082,45.10218735,12.01847166,17.00330028,21.85330104,19.36249061,21.33670582,20.16141907,18.96582087,1,1,0,1,1,1,1
81.56725741,89.87023099,82.64199033,80.35532923,84.1105898,45.59835392,27.6708854,14.26525732,21.16481096,15.5516351,23.19186941,15.55791061,20.30678248,0,0,0,0,0,1,0
98.44838873,88.22299383,88.2590512,80.13918049,79.38994791,48.51548602,22.90576682,18.01729685,20.36671449,21.14567998,25,25,10.22768708,0,1,1,1,1,0,1
91.52073439,93.69483404,91.51954283,84.56855814,77.5329415,20.01938208,13.57122039,19.34265922,7.767944073,15.50135672,22.62982667,12.96372087,20.39691027,1,0,1,0,0,0,0
88.14433828,82.75762838,82.04530631,80.55703817,80.71225257,24.84910436,15.30490121,23.18966628,22.18167084,7.762162875,22.77347306,9.266134214,17.73902646,1,0,1,0,1,1,0
92.24024712,78.43125851,80.8740985,83.65924129,83.10975644,37.09736769,22.5976567,12.72126528,18.55583541,25,21.15208032,7.166567427,15.57499786,0,0,1,1,0,1,0
85.73427563,82.28801802,84.23344181,78.75100722,81.65188229,41.46560903,26.18478484,10.37327884,12.08627192,16.50109063,20.71479791,16.73077797,16.02520067,1,0,1,1,1,1,1
80.36294834,76.41638573,85.18508848,73.38337559,78.59633803,32.13203882,19.20197326,10.00278655,15.63731823,20.11098369,20.0979414,24.42541717,22.44495049,1,1,1,0,1,0,1
88.23282159,75.12876616,74.73040189,74.54145684,80.94452036,29.81281109,17.80371487,18.14206842,23.94992329,19.77309887,25,21.32367962,10.41498366,0,0,1,1,0,1,0
91.12333608,61.66725594,87.26274761,84.17356514,71.94994001,50,16.23672113,8.49815144,13.09647755,25,18.42059302,25,8.787149025,0,1,1,1,0,0,1
89.96326622,51.79323903,80.92857573,76.05896889,84.7009938,21.71122176,8.905276635,19.42032192,15.544109,12.20941542,25,21.87450293,8.483037705,1,0,0,1,1,1,0
70.37423367,61.58149014,90.98593714,61.41105264,81.57566639,43.62437775,21.78850787,19.95138272,15.52120516,23.54486941,25,14.79549687,25,1,0,0,0,1,0,0
75.27769663,67.29017101,88.95953914,87.31204502,79.40562533,21.86980153,27.11165894,8.931126041,13.42339563,24.15045166,9.761022965,21.22982854,11.30361256,1,1,0,0,1,0,0
71.96224294,86.36291084,83.58849444,73.10358506,74.77611532,35.28311479,24.67318866,12.23674453,18.9817073,0,9.312185777,18.76418207,15.08756638,1,1,1,1,0,0,1
88.64259047,73.8534357,85.07775702,79.55929933,79.00143709,48.33315057,11.80762162,14.23120952,20.94820718,11.58540363,18.0076894,10.58257845,19.59708047,1,0,0,0,0,1,0
80.76926159,64.29129974,97.80995549,73.09210181,77.81900318,42.42808436,23.49085524,13.18520041,25,16.83026617,18.65706535,25,22.75776799,1,0,1,1,1,1,1
84.95072862,67.25684059,76.69956419,80.37553633,71.16887664,36.63418382,5.972302665,6.957636434,23.50687455,8.791525697,9.440218824,22.47923181,17.13915872,1,0,1,1,0,1,1
80.63697544,60.71302612,96.03483164,84.4554621,77.83456815,49.28575552,16.96284246,7.614316141,21.22315197,21.51740148,16.80584851,22.1468673,16.12735979,0,0,1,0,0,0,0
66.82441224,73.95992233,82.86976937,81.47589468,84.33890169,25.79781383,21.00972224,19.47737295,17.57567845,21.13455446,10.32856192,24.38520296,23.64074858,1,1,1,1,1,0,1
99.12607033,68.23419455,88.32204652,78.17104435,77.71448694,40.14639735,4.459782038,9.952424064,19.99196971,20.3146565,22.31298668,13.1064431,18.72972671,1,0,0,1,1,0,1
80.21675698,76.49360041,80.02582772,83.21470394,81.60220321,50,10.79225363,14.92615344,23.00892348,19.4919474,25,11.59333217,16.73789807,0,0,0,1,0,1,0
92.10424963,58.49377974,96.11652225,79.92339214,86.72304336,43.10775447,16.94517752,14.57003122,9.321909721,9.207488929,13.52787987,16.04047864,16.96051373,0,1,1,1,1,0,1
82.45340165,44.07236791,81.77465844,74.88720741,81.03983417,28.50117986,23.91429694,11.94673622,14.94910272,13.01324666,16.07491672,8.82088355,15.66743993,1,1,0,0,0,0,0
86.90037266,86.82402402,71.47485006,82.31748753,72.43222025,45.26979974,15.82304842,22.36685347,13.8313243,25,14.55348224,20.30939517,18.14627927,1,0,0,0,0,0,0
83.49143652,80.90667325,95.3351981,68.14241543,82.03411706,27.73441726,28.60187666,18.98872104,12.61278708,21.01225661,10.29940722,16.70916373,23.92440678,1,1,1,1,0,0,1
85.13151775,99.7359509,92.8832965,74.62125765,81.76765983,38.05647691,17.81341598,12.3670039,9.205503945,17.0758046,9.177555657,14.64729683,23.94332321,0,1,1,0,0,1,1
90.31857718,91.792519,90.28821896,79.37040552,73.1467641,30.5754848,18.72357434,11.52782,20.5742303,19.07382326,17.45248064,14.21970833,18.2003284,1,0,1,0,0,1,1
76.43559244,81.39762767,76.51377919,71.02737639,86.15037734,38.11899348,13.94477489,17.62919555,7.876959955,25,18.98962184,19.70980312,12.79487803,1,0,1,1,0,0,1
81.71598959,56.92850076,80.42495648,80.25414997,74.06344805,34.65154528,27.15621882,12.43121521,18.67190356,18.63236135,25,18.29382191,14.36187489,1,0,1,0,0,0,1
81.79285343,74.5556797,98.87987868,69.77440209,83.96969769,47.84536197,11.10840442,25,12.33104654,14.95020399,19.28466941,14.37252619,15.80090506,0,1,1,0,1,0,1
75.51790051,50.07945745,78.09843864,73.6641568,81.76108647,47.51584593,12.21562746,12.44066515,7.515681349,14.17848366,13.59515997,21.99941357,17.67804849,0,1,1,0,0,1,1
81.66178326,57.83469085,90.17488556,84.14828753,77.04076771,50,25.8321927,19.66096835,16.92908903,20.14969614,20.27724202,22.71151793,25,1,0,0,0,1,1,1
72.19674219,58.85846852,79.2478742,80.38854265,79.43727696,22.30235773,10.05096237,25,10.00394545,25,9.484710815,11.51095183,19.44472685,0,1,1,0,1,0,0
